DealerID,DealerName,DealerType,City,State
D00426,Madan PLC,Gold,Bijapur,Himachal Pradesh
D00427,Sachar-Agarwal,Distributor,Adoni,Andhra Pradesh
D00428,Modi Ltd,Premium,Machilipatnam,Gujarat
D00429,Keer-Bhargava,Gold,Aligarh,Uttarakhand
D00430,"Konda, Joshi and Sami",Retail,Jodhpur,Chhattisgarh
D00431,Goyal-Mandal,Retail,Unnao,Goa
D00432,Narain-Jani,Silver,Tirupati,Meghalaya
D00433,Jaggi-Sant,Silver,Gorakhpur,Haryana
D00434,Varty-Agrawal,Retail,Kirari Suleman Nagar,Karnataka
D00435,"Kala, Rajan and Date",Silver,Rewa,Telangana
D00436,"Sachdeva, Kant and Nayar",Premium,Hapur,Kerala
D00437,Manne Ltd,Silver,Thiruvananthapuram,Haryana
D00438,Saraf-Balay,Distributor,Arrah,Odisha
D00439,Ahluwalia LLC,Silver,Ahmednagar,Gujarat
D00440,Bali-Khurana,Gold,Serampore,Odisha
D00441,"Soman, Mody and Jaggi",Premium,Bhiwani,Gujarat
D00442,"Dutt, Rajagopalan and Kara",Gold,Amroha,Punjab
D00443,"Balay, Sachdeva and Kulkarni",Gold,Kozhikode,Tripura
D00444,Agate-Tailor,Distributor,Thoothukudi,Gujarat
D00445,"Balakrishnan, Pall and Bawa",Premium,Thrissur,Tamil Nadu
D00446,Chaudhary-Basu,Premium,Bhilai,Bihar
D00447,Kibe-Brar,Premium,Pimpri-Chinchwad,Bihar
D00448,Bajwa Inc,Premium,Motihari,Haryana
D00449,"Pau, Doshi and Gade",Premium,Rajahmundry,Nagaland
D00450,Chada-Char,Distributor,Jhansi,Meghalaya
D00451,Goyal-Patla,Silver,Ulhasnagar,Andhra Pradesh
D00452,"Kohli, Sethi and Purohit",Gold,Deoghar,Himachal Pradesh
D00453,Kohli LLC,Premium,Kollam,Kerala
D00454,Tripathi-Walla,Silver,Tadepalligudem,Telangana
D00455,"Aggarwal, Jhaveri and Chakraborty",Silver,Jabalpur,Punjab
D00456,"Ben, Dani and Hegde",Gold,Miryalaguda,Himachal Pradesh
D00457,Gole Inc,Distributor,Nizamabad,Himachal Pradesh
D00458,"Shere, Bansal and Kamdar",Retail,Rewa,Telangana
D00459,Gill-Hegde,Retail,Vadodara,Karnataka
D00460,Shanker Inc,Silver,Tiruchirappalli,Madhya Pradesh
D00461,Varughese-Atwal,Gold,Surendranagar Dudhrej,West Bengal
D00462,Barad Inc,Retail,Guna,Nagaland
D00463,Biswas-Ganesan,Silver,Mehsana,Rajasthan
D00464,Hans PLC,Distributor,Jamnagar,Odisha
D00465,"Pau, Raja and Mistry",Retail,Shimla,Kerala
D00466,Pandya-Swamy,Silver,Hazaribagh,Tripura
D00467,"Nath, Gara and Panchal",Silver,Karimnagar,Punjab
D00468,Ray PLC,Premium,Chittoor,Mizoram
D00469,Gaba LLC,Distributor,Mahbubnagar,Tripura
D00470,Viswanathan Inc,Premium,Asansol,Tamil Nadu
D00471,Sarin-Kunda,Gold,Sasaram,Assam
D00472,Oommen LLC,Premium,Chandrapur,Nagaland
D00473,Sandhu Ltd,Premium,Ambarnath,Tamil Nadu
D00474,Raghavan-Sehgal,Retail,Agartala,Arunachal Pradesh
D00475,Patla-Barman,Silver,Kollam,Manipur
D00476,Sandhu and Sons,Distributor,South Dumdum,Uttar Pradesh
D00477,Muni-Palan,Premium,Gulbarga,Rajasthan
D00478,"Chaudry, Bhargava and Kaur",Distributor,Aurangabad,West Bengal
D00479,"Venkatesh, Rege and Krishnan",Premium,Satna,Maharashtra
D00480,"Setty, Datta and Kara",Gold,Dhanbad,Andhra Pradesh
D00481,Nayak-Sunder,Premium,Kumbakonam,Haryana
D00482,Buch-Majumdar,Retail,Vasai-Virar,Bihar
D00483,"Bora, Mital and Vora",Silver,Rampur,Uttar Pradesh
D00484,"Ramachandran, Pant and Merchant",Gold,Pimpri-Chinchwad,Assam
D00485,"Divan, Karpe and Kale",Premium,Nadiad,West Bengal
D00486,Radhakrishnan-Goel,Distributor,Malda,Madhya Pradesh
D00487,Setty PLC,Gold,Coimbatore,Manipur
D00488,Aggarwal-Chaudhari,Gold,Anantapuram,Arunachal Pradesh
D00489,"Bawa, Sheth and Sood",Premium,Bangalore,Goa
D00490,"Khare, Kunda and Kothari",Gold,Hindupur,Arunachal Pradesh
D00491,"Acharya, Sami and Sharma",Distributor,Sultan Pur Majra,Kerala
D00492,Tak and Sons,Gold,Salem,West Bengal
D00493,"Datta, Chaudry and Deol",Distributor,Ludhiana,Uttarakhand
D00494,"Lata, Pillai and Batta",Premium,Bhalswa Jahangir Pur,Haryana
D00495,Borah-Barman,Silver,Hyderabad,Kerala
D00496,Nagar Group,Gold,Kamarhati,Mizoram
D00497,"Aggarwal, Sane and Dewan",Silver,Gopalpur,Goa
D00498,Hora Inc,Distributor,Hapur,Arunachal Pradesh
D00499,Kaul Ltd,Gold,Pudukkottai,Tamil Nadu
D00500,Chhabra-Lata,Retail,Tiruppur,Manipur
D00501,"Varkey, Iyengar and Panchal",Silver,Arrah,Assam
D00502,Lall Inc,Gold,Solapur,Maharashtra
D00503,Cherian-Menon,Silver,Medininagar,Bihar
D00504,Gaba-Natarajan,Gold,Chinsurah,Goa
D00505,"Nayak, Ganesh and Chopra",Premium,Satna,Meghalaya
D00506,Gill-Sankaran,Silver,Nizamabad,Maharashtra
D00507,Virk Group,Retail,Bhiwandi,Jharkhand
D00508,"Hegde, Sundaram and Prabhu",Retail,Ludhiana,Odisha
D00509,"Ranganathan, Varkey and Sheth",Distributor,Bhopal,Madhya Pradesh
D00510,Amble LLC,Gold,Ranchi,Rajasthan
D00511,Wali-Balasubramanian,Silver,Raebareli,Mizoram
D00512,Narayan Group,Distributor,Firozabad,Himachal Pradesh
D00513,"Parikh, Pillay and Lad",Silver,Kharagpur,Tamil Nadu
D00514,"Oommen, Mital and Borra",Gold,Aizawl,Sikkim
D00515,Vaidya-Misra,Retail,Loni,Madhya Pradesh
D00516,"Sarkar, Khatri and Gera",Premium,Raichur,Bihar
D00517,Deep Ltd,Retail,Bhagalpur,Kerala
D00518,"Kashyap, Kalita and Bhardwaj",Distributor,Karnal,Meghalaya
D00519,"Johal, Zacharia and Balan",Premium,Aligarh,Arunachal Pradesh
D00520,"Master, Lanka and Vaidya",Distributor,Panihati,Maharashtra
D00521,Gera Inc,Gold,Hindupur,Nagaland
D00522,Mahajan LLC,Premium,Navi Mumbai,Andhra Pradesh
D00523,"Banerjee, Morar and Handa",Distributor,Visakhapatnam,Tripura
D00524,"Manne, Shukla and Sani",Gold,Indore,Nagaland
D00525,"Sundaram, Dewan and Nanda",Retail,Satara,Andhra Pradesh
D00526,Sanghvi Ltd,Gold,Kumbakonam,West Bengal
D00527,Swaminathan-Sibal,Silver,Mathura,Kerala
D00528,"Lad, Nagi and Kale",Gold,Vijayawada,Arunachal Pradesh
D00529,"Sunder, Shukla and Nath",Gold,Danapur,Jharkhand
D00530,Date and Sons,Silver,Bidhannagar,Telangana
D00531,"Saraf, Wadhwa and Sengupta",Distributor,Siliguri,Telangana
D00532,Varkey Group,Distributor,Pali,Telangana
D00533,Puri-Bedi,Gold,Dewas,Tripura
D00534,"Suresh, Prabhu and Jaggi",Silver,Yamunanagar,Tamil Nadu
D00535,Iyengar PLC,Silver,Bihar Sharif,Himachal Pradesh
D00536,"Rege, Srinivas and Oommen",Retail,Tenali,Tripura
D00537,"Sethi, Sheth and Nagy",Distributor,Ajmer,West Bengal
D00538,Chopra Ltd,Premium,Ambala,Kerala
D00539,Ratti-Prabhakar,Distributor,Kulti,Assam
D00540,Agate-Patil,Distributor,Tiruppur,Assam
D00541,Tailor Inc,Retail,Dharmavaram,West Bengal
D00542,Rastogi-Nanda,Premium,Mehsana,Tripura
D00543,De Inc,Retail,Nanded,Himachal Pradesh
D00544,Comar-Wali,Premium,Udaipur,Rajasthan
D00545,Sachar PLC,Gold,Guna,Andhra Pradesh
D00546,Mand Group,Premium,Kota,Tripura
D00547,Kibe-Dugar,Retail,Thane,Kerala
D00548,Goda PLC,Distributor,Gaya,Bihar
D00549,"Wagle, Dash and Kanda",Premium,Gorakhpur,Uttar Pradesh
D00550,Thakur LLC,Premium,Moradabad,Tripura
D00551,Date-Mander,Silver,Rampur,Arunachal Pradesh
D00552,"Badal, Hans and Chandra",Distributor,Ozhukarai,Goa
D00553,"Malhotra, Chada and Dugal",Gold,Deoghar,Karnataka
D00554,Garde-Patel,Retail,Amaravati,Odisha
D00555,"Malhotra, Rau and Mander",Gold,Katni,Goa
D00556,"Soni, Parsa and Hegde",Distributor,Aurangabad,Jharkhand
D00557,Gill-Sandal,Premium,Hyderabad,Arunachal Pradesh
D00558,"Sur, Sandal and Ratta",Premium,Naihati,Sikkim
D00559,Chada Ltd,Distributor,Patna,Karnataka
D00560,Dhar LLC,Premium,Hindupur,Sikkim
D00561,"Bera, Devi and Om",Premium,Nandyal,Madhya Pradesh
D00562,Chatterjee-Pau,Premium,Bhind,Telangana
D00563,"Modi, Joshi and Thakkar",Retail,Vasai-Virar,Chhattisgarh
D00564,"Pillay, Shetty and Dubey",Retail,Ramgarh,Chhattisgarh
D00565,Banerjee-Kapur,Silver,Pudukkottai,Arunachal Pradesh
D00566,"Modi, Bains and Shah",Gold,Pudukkottai,Uttarakhand
D00567,Verma-Taneja,Distributor,Mira-Bhayandar,Madhya Pradesh
D00568,Sura Group,Distributor,Aligarh,Odisha
D00569,Talwar-Palan,Distributor,Ramgarh,Bihar
D00570,Sule PLC,Silver,Aligarh,Madhya Pradesh
D00571,Thaker Group,Retail,Gudivada,Gujarat
D00572,Amble-Kapadia,Silver,Bellary,Meghalaya
D00573,Nazareth-Manda,Distributor,Motihari,Manipur
D00574,"Kapoor, D’Alia and Shah",Gold,Pudukkottai,Karnataka
D00575,"Shroff, Rajagopal and Shan",Premium,Meerut,Gujarat
D00576,"Prakash, Seshadri and Chaudry",Retail,Ghaziabad,Nagaland
D00577,Mani PLC,Retail,Berhampur,Karnataka
D00578,Manda and Sons,Silver,Vadodara,Bihar
D00579,Acharya Group,Retail,Anantapur,Goa
D00580,Sathe-Bumb,Distributor,Tirupati,Meghalaya
D00581,Cherian Group,Distributor,Morena,Maharashtra
D00582,"Bail, Goyal and Sankaran",Silver,Satna,Punjab
D00583,Bhavsar-Handa,Distributor,Uluberia,Rajasthan
D00584,Kashyap LLC,Gold,Saharanpur,Manipur
D00585,"Ramanathan, Ramakrishnan and Murty",Silver,Tirunelveli,Himachal Pradesh
D00586,"Date, Prashad and Dara",Gold,Burhanpur,Odisha
D00587,Lala Inc,Premium,Alwar,Nagaland
D00588,Goswami LLC,Gold,Sirsa,West Bengal
D00589,Wable Ltd,Premium,Surendranagar Dudhrej,West Bengal
D00590,Aurora Group,Premium,Korba,Jharkhand
D00591,Rajan Group,Gold,Raichur,Arunachal Pradesh
D00592,Bhattacharyya Ltd,Silver,Bidhannagar,Haryana
D00593,Ganguly-Devi,Distributor,Chittoor,Maharashtra
D00594,Saha-Saxena,Distributor,Kolhapur,Odisha
D00595,Varkey-Memon,Premium,Anantapur,Nagaland
D00596,Shroff LLC,Premium,Hospet,Odisha
D00597,Nadkarni-Parekh,Silver,Parbhani,Sikkim
D00598,"Goda, Mital and Bail",Retail,Jammu,Assam
D00599,Butala-Loke,Gold,Saharsa,Odisha
D00600,Bobal-Arya,Premium,Rajpur Sonarpur,Odisha
D00601,Sura and Sons,Distributor,Vijayawada,Tripura
D00602,"Parmar, Puri and Purohit",Silver,Ichalkaranji,Tamil Nadu
D00603,"Sachdev, Pradhan and Menon",Gold,Etawah,Bihar
D00604,"Manne, Dasgupta and Gupta",Silver,Bhind,Manipur
D00605,Contractor LLC,Gold,Varanasi,Tamil Nadu
D00606,"Kurian, Sharaf and Dutt",Gold,Agra,Haryana
D00607,Walia-Saini,Premium,Kamarhati,Meghalaya
D00608,Bansal LLC,Silver,Jabalpur,Maharashtra
D00609,"Thakur, Kara and Singh",Silver,Bettiah,Nagaland
D00610,Bhandari-Boase,Distributor,Panipat,Telangana
D00611,"Sachar, Ganesh and Mand",Distributor,Sambalpur,Kerala
D00612,"Wable, Kata and Madan",Premium,Udaipur,Assam
D00613,Lall Ltd,Premium,Thanjavur,Sikkim
D00614,Saha-Cherian,Retail,Bihar Sharif,Odisha
D00615,"Saran, Pai and Behl",Distributor,Coimbatore,Meghalaya
D00616,"Zachariah, Bumb and Kala",Gold,Dehradun,Karnataka
D00617,Bhargava Inc,Silver,Phusro,Goa
D00618,"Misra, Balasubramanian and Varughese",Premium,Thrissur,Assam
D00619,Gala Group,Silver,Mysore,Telangana
D00620,Salvi-Rajan,Silver,Kishanganj,Mizoram
D00621,Biswas Ltd,Retail,Kadapa,Madhya Pradesh
D00622,"Chaudhary, Palla and Goswami",Distributor,Ajmer,Goa
D00623,Bajwa-Dhar,Premium,Haldia,Karnataka
D00624,"Nair, Loke and Srinivas",Silver,Kirari Suleman Nagar,Karnataka
D00625,Gade LLC,Premium,Sangli-Miraj & Kupwad,Arunachal Pradesh
D00626,Raval-Chauhan,Gold,Tadepalligudem,Sikkim
D00627,Dayal and Sons,Retail,Avadi,Himachal Pradesh
D00628,"Doctor, Choudhary and Banik",Gold,Shimoga,Kerala
D00629,"Mani, Nair and Dixit",Premium,New Delhi,Andhra Pradesh
D00630,Malhotra-Mukherjee,Premium,Akola,Himachal Pradesh
D00631,Parikh Inc,Distributor,Navi Mumbai,Rajasthan
D00632,"Memon, Char and Venkatesh",Silver,Panihati,West Bengal
D00633,Shenoy-Dhingra,Silver,Amritsar,Himachal Pradesh
D00634,"Balan, Parikh and Tata",Gold,Pondicherry,Andhra Pradesh
D00635,"Nagarajan, Bhavsar and Varughese",Retail,Kollam,Mizoram
D00636,Salvi-Varma,Silver,Jabalpur,Odisha
D00637,"Biswas, Korpal and Mani",Distributor,Bhatpara,Kerala
D00638,"Doctor, Pant and Purohit",Gold,Madurai,Karnataka
D00639,Kumar LLC,Gold,Jaipur,Bihar
D00640,"Sathe, Bhatia and Bhattacharyya",Distributor,Tirupati,Chhattisgarh
D00641,Aggarwal Inc,Retail,Nadiad,Tripura
D00642,"Misra, Anne and Minhas",Distributor,Malegaon,Karnataka
D00643,Khalsa PLC,Retail,Malegaon,Chhattisgarh
D00644,"Thakur, Ghose and Chadha",Distributor,Sirsa,Bihar
D00645,Jhaveri-Balasubramanian,Distributor,Jehanabad,West Bengal
D00646,Magar LLC,Premium,Surat,Nagaland
D00647,Nayak LLC,Gold,New Delhi,Goa
D00648,Mutti-Bera,Distributor,Gorakhpur,Manipur
D00649,"Tara, Bandi and Kala",Distributor,Jalgaon,Haryana
D00650,"Kulkarni, Dixit and Khosla",Silver,Bally,Maharashtra
D00651,"Sha, Mangal and Natt",Gold,Bhilai,Mizoram
D00652,Pal-Shetty,Silver,Gaya,Punjab
D00653,Varty-Lanka,Gold,Guntakal,Goa
D00654,"Kamdar, Patla and Tank",Silver,Fatehpur,Uttarakhand
D00655,Ganesh-Handa,Distributor,Nadiad,Sikkim
D00656,Dubey Inc,Distributor,Fatehpur,Meghalaya
D00657,"Prakash, Goel and Rajan",Premium,Gurgaon,Arunachal Pradesh
D00658,Brar-Bath,Silver,Kalyan-Dombivli,Himachal Pradesh
D00659,Dutta Ltd,Retail,Guntur,Uttarakhand
D00660,Krishnan Inc,Premium,Chandigarh,Meghalaya
D00661,"Barman, Parikh and Hora",Silver,Mathura,Kerala
D00662,"Manne, Nagarajan and Murthy",Silver,Jabalpur,Rajasthan
D00663,"Doshi, Contractor and Narain",Premium,Nanded,Karnataka
D00664,Date PLC,Distributor,Khammam,Punjab
D00665,Bala-Kapur,Silver,Sultan Pur Majra,Meghalaya
D00666,Khosla Inc,Distributor,Bhopal,Punjab
D00667,"Bala, Mitter and Sangha",Premium,Kurnool,Goa
D00668,Amble-Ramakrishnan,Distributor,Gurgaon,West Bengal
D00669,"Chaudry, Sarna and Barad",Gold,Tenali,Himachal Pradesh
D00670,Sandhu-Kadakia,Retail,Panipat,Jharkhand
D00671,Raja-Dugar,Silver,Agra,Mizoram
D00672,"Pau, Ranganathan and Guha",Retail,Dewas,Bihar
D00673,Patla-Dhar,Distributor,Ambattur,West Bengal
D00674,"Nagar, Sheth and Khosla",Silver,Morena,Uttar Pradesh
D00675,Sheth LLC,Distributor,Proddatur,Telangana
D00676,Dave-Mane,Gold,Raichur,Chhattisgarh
D00677,Goyal Group,Premium,Patiala,Tripura
D00678,Chaudry Ltd,Silver,Bhagalpur,Meghalaya
D00679,Din Group,Gold,Agartala,Telangana
D00680,"Minhas, Ganguly and Saha",Gold,Yamunanagar,Haryana
D00681,Magar and Sons,Silver,Thanjavur,Tamil Nadu
D00682,Sinha and Sons,Distributor,Kulti,Madhya Pradesh
D00683,Chada LLC,Gold,Bareilly,Maharashtra
D00684,"Puri, Dora and Chawla",Retail,Jamnagar,Haryana
D00685,Sagar-Yogi,Gold,Pallavaram,Chhattisgarh
D00686,Sidhu Ltd,Distributor,Bhilai,Chhattisgarh
D00687,Hora and Sons,Distributor,Akola,Tripura
D00688,Sachdev-Chaudry,Retail,Giridih,Bihar
D00689,Gupta Ltd,Gold,Miryalaguda,Arunachal Pradesh
D00690,"Pal, Bhatia and Patel",Distributor,Jamshedpur,Karnataka
D00691,Radhakrishnan Inc,Silver,Mirzapur,Sikkim
D00692,"Chad, Sawhney and Mann",Premium,Amroha,Tripura
D00693,"Sant, Ghosh and Tailor",Premium,Mathura,Telangana
D00694,Mahal-Kumer,Premium,Warangal,Arunachal Pradesh
D00695,"Choudhry, Prabhakar and Pandey",Gold,Sagar,Punjab
D00696,"Singh, Kothari and Banerjee",Retail,Pondicherry,Meghalaya
D00697,Mander-Goswami,Distributor,Munger,Chhattisgarh
D00698,Baria-Peri,Silver,Bangalore,Bihar
D00699,Lad-Mutti,Silver,Faridabad,Himachal Pradesh
D00700,Halder-Keer,Gold,Kulti,Uttarakhand
D00701,Srinivas-Bawa,Premium,Moradabad,Odisha
D00702,"Bava, Tailor and Ganguly",Gold,Kadapa,Assam
D00703,Atwal Group,Retail,Sonipat,Mizoram
D00704,Mandal-Kohli,Retail,Raichur,Punjab
D00705,Dutt and Sons,Distributor,Allahabad,Jharkhand
D00706,More-Dora,Distributor,Aurangabad,Tripura
D00707,Vohra-Gera,Retail,Maheshtala,Arunachal Pradesh
D00708,"Sani, Bera and Brar",Retail,Satara,Nagaland
D00709,Kaur Ltd,Retail,Kumbakonam,Assam
D00710,Konda PLC,Gold,Rajkot,Gujarat
D00711,Sachar-Gupta,Retail,Gwalior,Punjab
D00712,Krishnan-Nazareth,Silver,Amaravati,Gujarat
D00713,Tandon-Bahl,Premium,Gurgaon,West Bengal
D00714,Goda-Swamy,Retail,Purnia,Telangana
D00715,Pai LLC,Premium,Ichalkaranji,Mizoram
D00716,Mohanty-Raja,Gold,Gopalpur,Mizoram
D00717,Bal Ltd,Premium,Silchar,Madhya Pradesh
D00718,Ramakrishnan and Sons,Gold,Nellore,Tripura
D00719,"Solanki, Chacko and Dave",Silver,Orai,Chhattisgarh
D00720,Luthra-Dyal,Gold,New Delhi,Uttarakhand
D00721,Wable-Keer,Gold,Srikakulam,Karnataka
D00722,Rao-Savant,Distributor,Korba,Haryana
D00723,Dhawan-Bhatia,Retail,Rajkot,West Bengal
D00724,"Nath, Sinha and Kadakia",Retail,Bhatpara,Sikkim
D00725,"Gopal, Borra and Malhotra",Silver,Bulandshahr,Nagaland
D00726,Ratti-Apte,Silver,Dewas,Arunachal Pradesh
D00727,"Raj, Dyal and Korpal",Retail,Howrah,West Bengal
D00728,Garg PLC,Distributor,Raiganj,Rajasthan
D00729,"Kar, Ram and Goel",Retail,Sasaram,Tripura
D00730,Mohanty LLC,Distributor,Imphal,Andhra Pradesh
D00731,"Thaker, Bath and Aggarwal",Silver,Hosur,Telangana
D00732,Pathak-Bhatt,Premium,Maheshtala,Bihar
D00733,Pathak-Kala,Silver,Singrauli,Uttarakhand
D00734,"Parmer, Prabhakar and Ranganathan",Silver,Bathinda,Tripura
D00735,"Sura, Cherian and Dhar",Gold,Sangli-Miraj & Kupwad,Nagaland
D00736,Sane-Dugar,Gold,Panihati,Jharkhand
D00737,"Sodhi, Grover and Vohra",Gold,Vadodara,Nagaland
D00738,Sane-Babu,Gold,Nizamabad,Assam
D00739,Kibe-Bahri,Distributor,South Dumdum,Karnataka
D00740,Taneja Inc,Retail,North Dumdum,Nagaland
D00741,Seth Group,Premium,Faridabad,Uttar Pradesh
D00742,Naik LLC,Silver,Kolkata,Madhya Pradesh
D00743,"Raval, Shanker and Raja",Distributor,Amritsar,Rajasthan
D00744,"Mangat, Walla and Sarraf",Premium,Thoothukudi,Uttar Pradesh
D00745,Dixit-Bir,Distributor,Ramgarh,Kerala
D00746,Ramakrishnan LLC,Distributor,North Dumdum,Meghalaya
D00747,"Walla, Goel and Dube",Silver,Rewa,Kerala
D00748,Jhaveri-Doctor,Retail,Belgaum,Sikkim
D00749,Toor LLC,Gold,Belgaum,Tripura
D00750,"Bhattacharyya, Shukla and Bansal",Retail,Tirunelveli,West Bengal
D00751,"Rastogi, Mukherjee and D’Alia",Silver,Morena,Madhya Pradesh
D00752,Naidu-Panchal,Silver,Panihati,Haryana
D00753,"Datta, Kuruvilla and Nayar",Silver,Moradabad,Gujarat
D00754,"Ganesan, Bawa and Trivedi",Premium,Narasaraopet,Manipur
D00755,Chanda-Sunder,Retail,Pallavaram,Chhattisgarh
D00756,Choudhury-Karan,Retail,Kanpur,Gujarat
D00757,Mammen PLC,Distributor,Agartala,Meghalaya
D00758,Thakur-Dugar,Distributor,Ambala,Nagaland
D00759,Rajagopal-Narula,Distributor,Latur,Tamil Nadu
D00760,Yadav Ltd,Silver,Kulti,Manipur
D00761,Thakkar-Gokhale,Retail,Bhavnagar,Gujarat
D00762,Tailor-Hans,Silver,Hazaribagh,Meghalaya
D00763,Rastogi-Ramesh,Premium,Sagar,Nagaland
D00764,"Rai, Ahluwalia and Sengupta",Distributor,Ramgarh,Karnataka
D00765,"Anand, Tara and Dave",Silver,Begusarai,Bihar
D00766,"Bhavsar, Subramanian and Sidhu",Silver,Jalgaon,Kerala
D00767,Chauhan Group,Premium,Tadipatri,Arunachal Pradesh
D00768,Natt-Vala,Gold,Gurgaon,Telangana
D00769,Munshi-Bhandari,Retail,Faridabad,Meghalaya
D00770,Narayan Inc,Gold,Raurkela Industrial Township,Arunachal Pradesh
D00771,Shan-Sanghvi,Distributor,Naihati,Goa
D00772,Rege-Walla,Silver,Motihari,Telangana
D00773,Kaul-Raval,Premium,Bikaner,Uttarakhand
D00774,"Chandra, Sane and Borah",Premium,Indore,Andhra Pradesh
D00775,Warrior-Acharya,Retail,Bhimavaram,Uttar Pradesh
D00776,"Mall, Rana and Sankar",Gold,Unnao,Bihar
D00777,Mohan Ltd,Retail,Raiganj,Assam
D00778,"Shenoy, Kapadia and Palla",Silver,Ghaziabad,Gujarat
D00779,"Minhas, Wali and Boase",Retail,Mumbai,Madhya Pradesh
D00780,Dua Inc,Premium,Bhiwani,Gujarat
D00781,"Sunder, Swamy and Tara",Premium,Satna,Mizoram
D00782,"Lalla, Dugar and Randhawa",Distributor,Bhusawal,Tamil Nadu
D00783,Kurian and Sons,Distributor,Rajahmundry,Assam
D00784,Oza-Devan,Silver,Katihar,Bihar
D00785,Pal Inc,Gold,Mahbubnagar,Sikkim
D00786,Palla and Sons,Retail,Berhampur,Punjab
D00787,"Mane, Nair and Rao",Silver,Mumbai,Jharkhand
D00788,"Mani, Barad and Sengupta",Distributor,Raichur,Karnataka
D00789,"Deshpande, Rajagopalan and Kumar",Retail,Durg,Andhra Pradesh
D00790,Mistry-Mody,Distributor,Nangloi Jat,Uttarakhand
D00791,Grewal Group,Retail,Tirunelveli,West Bengal
D00792,Sathe-Nair,Gold,Siliguri,Haryana
D00793,"Bava, Mohan and Dhar",Silver,Lucknow,Odisha
D00794,"Memon, Sidhu and Dayal",Retail,Dhule,Haryana
D00795,"Sur, Suri and Acharya",Premium,Ajmer,Mizoram
D00796,Mohan Ltd,Premium,Danapur,Odisha
D00797,Tata Group,Retail,Mira-Bhayandar,Goa
D00798,Luthra and Sons,Retail,Anand,Telangana
D00799,"Bahri, Madan and Patla",Retail,Tinsukia,Andhra Pradesh
D00800,"Tripathi, Mannan and Butala",Premium,Bulandshahr,Maharashtra
D00801,"Dar, Mane and Walia",Premium,Hospet,Arunachal Pradesh
D00802,Deo Ltd,Retail,Jammu,Uttar Pradesh
D00803,Rajagopalan-Chokshi,Distributor,Dharmavaram,Tamil Nadu
D00804,"Amble, Chadha and Saha",Distributor,Morbi,Tripura
D00805,"Peri, Bir and Bansal",Gold,Bidhannagar,Uttarakhand
D00806,"Sengupta, Ravel and Sani",Silver,Jabalpur,Sikkim
D00807,Yogi Group,Distributor,Bhavnagar,Meghalaya
D00808,"Bhardwaj, Pant and Gopal",Premium,Udupi,Tripura
D00809,Lad-Master,Distributor,Durg,Nagaland
D00810,Sethi and Sons,Gold,Pudukkottai,Sikkim
D00811,Sundaram-Kuruvilla,Gold,Mira-Bhayandar,Punjab
D00812,Gala Ltd,Silver,Srikakulam,Meghalaya
D00813,Gulati-Kumar,Distributor,Salem,Punjab
D00814,Bava-Talwar,Premium,Phusro,West Bengal
D00815,"Khurana, Murty and Krishna",Premium,Nagaon,Uttar Pradesh
D00816,Chawla-Dugar,Retail,Vasai-Virar,Punjab
D00817,"Singhal, Kata and Andra",Premium,Sagar,Punjab
D00818,"Nadig, Nayar and Bhasin",Silver,Jamnagar,Gujarat
D00819,Om LLC,Silver,Mirzapur,Andhra Pradesh
D00820,"Mishra, Goda and Rattan",Premium,Saharanpur,Meghalaya
D00821,"Sethi, Khanna and Bhattacharyya",Premium,Thane,Mizoram
D00822,"Dada, De and Contractor",Retail,Gaya,Telangana
D00823,Sarma Inc,Premium,Jalandhar,Rajasthan
D00824,Shankar-Kapadia,Retail,Ludhiana,West Bengal
D00825,Modi PLC,Retail,Nagaon,Meghalaya
D00826,Banerjee Ltd,Premium,Sonipat,Tamil Nadu
D00827,Saran-Gala,Gold,Ramgarh,Goa
D00828,Trivedi-Bhakta,Gold,Tiruchirappalli,Uttar Pradesh
D00829,"Kade, Gour and Chana",Retail,Faridabad,Himachal Pradesh
D00830,Mody LLC,Premium,Mehsana,Uttar Pradesh
D00831,"Mistry, Reddy and Vohra",Gold,Saharanpur,Meghalaya
D00832,Prabhu LLC,Premium,Tadepalligudem,Arunachal Pradesh
D00833,Kala PLC,Premium,Thoothukudi,West Bengal
D00834,Kata Ltd,Premium,North Dumdum,Telangana
D00835,Parmer Inc,Distributor,Giridih,Nagaland
D00836,Dash-Gill,Premium,Salem,Goa
D00837,"Doshi, Hayre and Warrior",Distributor,Arrah,Chhattisgarh
D00838,Pant-Aurora,Retail,Patna,Telangana
D00839,"Sood, Shere and Bhasin",Gold,Aizawl,Maharashtra
D00840,Balakrishnan-Varma,Gold,Farrukhabad,Nagaland
D00841,Patel-Chaudry,Gold,Ajmer,Manipur
D00842,Mani-Pillai,Gold,Sonipat,Haryana
D00843,Vora-Sunder,Gold,Shivpuri,Bihar
D00844,"Bera, Tiwari and Chander",Gold,Danapur,Gujarat
D00845,"Gopal, Bhatnagar and Kamdar",Gold,Belgaum,Gujarat
D00846,Barad-Chaudhary,Retail,Vijayanagaram,Telangana
D00847,Pandit-Toor,Premium,Panihati,Karnataka
D00848,"Dhar, Vaidya and Ravel",Silver,Burhanpur,Haryana
D00849,Chaudhuri-Edwin,Distributor,Raipur,Kerala
D00850,"Srinivas, Bains and Garg",Silver,Kochi,Punjab
D00851,"Narain, Varughese and Kala",Silver,Mysore,Manipur
D00852,"Solanki, Sama and Chacko",Premium,Gudivada,Kerala
